time,id,mA,V,W
111.761,B,222.520,4.070,0.906
111.781,B,227.920,4.080,0.930
111.802,B,234.720,4.080,0.958
111.821,B,222.520,4.080,0.908
111.840,B,227.200,4.080,0.927
111.860,B,222.520,4.080,0.908
111.880,B,224.600,4.080,0.916
111.900,B,241.120,4.080,0.984
111.921,B,222.400,4.080,0.907
111.938,B,222.720,4.080,0.909
111.958,B,222.520,4.080,0.908
111.978,B,222.200,4.080,0.907
111.998,B,231.000,4.080,0.942
112.018,B,219.120,4.080,0.894
112.036,B,227.000,4.080,0.926
112.057,B,222.800,4.080,0.909
112.076,B,232.600,4.080,0.949
112.097,B,222.800,4.080,0.909
112.116,B,222.800,4.080,0.909
112.137,B,222.720,4.080,0.909
112.155,B,222.600,4.080,0.908
112.176,B,227.000,4.080,0.926
112.195,B,222.720,4.080,0.909
112.215,B,228.320,4.080,0.932
112.235,B,291.400,4.070,1.186
112.253,B,340.720,4.070,1.387
112.274,B,260.200,4.060,1.056
112.293,B,247.600,4.070,1.008
112.314,B,251.000,4.080,1.024
112.333,B,226.600,4.080,0.925
112.352,B,221.600,4.080,0.904
112.372,B,230.200,4.080,0.939
112.392,B,226.400,4.080,0.924
112.412,B,219.000,4.090,0.896
112.431,B,219.000,4.080,0.894
112.450,B,213.800,4.080,0.872
112.470,B,216.520,4.080,0.883
112.490,B,214.120,4.080,0.874
112.510,B,215.520,4.080,0.879
112.530,B,309.600,4.080,1.263
112.548,B,244.600,4.070,0.996
112.569,B,236.520,4.080,0.965
112.588,B,230.200,4.080,0.939
112.609,B,231.920,4.080,0.946
112.628,B,233.800,4.080,0.954
112.649,B,226.600,4.080,0.925
112.667,B,224.200,4.080,0.915
112.686,B,222.800,4.080,0.909
112.707,B,226.800,4.080,0.925
112.726,B,226.200,4.070,0.921
112.747,B,222.920,4.080,0.910
112.765,B,227.320,4.080,0.927
112.786,B,226.400,4.070,0.921
112.805,B,220.200,4.070,0.896
112.826,B,221.400,4.080,0.903
112.845,B,223.120,4.080,0.910
112.864,B,223.720,4.080,0.913
112.884,B,223.120,4.080,0.910
112.903,B,227.120,4.080,0.927
112.924,B,223.000,4.080,0.910
112.943,B,222.920,4.080,0.910
112.962,B,227.120,4.080,0.927
112.982,B,222.720,4.080,0.909
113.002,B,222.920,4.080,0.910
113.022,B,222.920,4.080,0.910
113.042,B,234.920,4.090,0.961
113.060,B,221.400,4.070,0.901
113.081,B,220.720,4.080,0.901
113.100,B,227.520,4.080,0.928
113.121,B,222.720,4.080,0.909
113.140,B,232.520,4.080,0.949
113.158,B,227.520,4.080,0.928
113.179,B,222.400,4.080,0.907
113.199,B,223.120,4.080,0.910
113.219,B,223.200,4.070,0.908
113.239,B,232.000,4.080,0.947
113.259,B,316.800,4.070,1.289
113.277,B,432.600,4.060,1.756
113.298,B,397.400,4.090,1.625
113.317,B,256.400,4.070,1.044
113.338,B,255.120,4.070,1.038
113.357,B,233.320,4.070,0.950
113.375,B,280.720,4.090,1.148
113.396,B,254.000,4.080,1.036
113.415,B,250.320,4.090,1.024
113.436,B,291.520,4.090,1.192
113.455,B,244.320,4.080,0.997
113.474,B,262.800,4.080,1.072
113.494,B,238.600,4.080,0.973
113.514,B,239.400,4.080,0.977
113.534,B,235.800,4.080,0.962
113.555,B,232.600,4.080,0.949
113.572,B,228.200,4.050,0.924
113.593,B,391.400,4.060,1.589
113.612,B,384.800,4.100,1.578
113.632,B,261.200,4.090,1.068
113.653,B,247.720,4.090,1.013
113.670,B,215.120,4.070,0.876
113.691,B,408.120,4.040,1.649
113.710,B,379.920,4.050,1.539
113.731,B,239.800,4.060,0.974
113.751,B,243.400,4.060,0.988
113.771,B,214.800,4.070,0.874
113.789,B,390.520,4.040,1.578
113.809,B,315.600,4.090,1.291
113.829,B,253.400,4.090,1.036
113.849,B,243.000,4.080,0.991
113.869,B,219.720,4.090,0.899
113.887,B,240.200,4.060,0.975
113.908,B,350.400,4.100,1.437
113.927,B,254.600,4.090,1.041
113.948,B,237.800,4.080,0.970
113.967,B,233.520,4.090,0.955
113.986,B,238.920,4.080,0.975
114.006,B,425.920,4.100,1.746
114.026,B,261.400,4.070,1.064
114.046,B,230.600,4.090,0.943
114.066,B,227.000,4.090,0.928
114.084,B,239.320,4.080,0.976
114.104,B,425.000,4.050,1.721
114.124,B,326.320,4.100,1.338
114.144,B,244.920,4.080,0.999
114.165,B,249.120,4.080,1.016
114.182,B,261.800,4.090,1.071
114.203,B,304.920,4.050,1.235
114.222,B,294.400,4.090,1.204
114.243,B,251.000,4.090,1.027
114.263,B,244.800,4.090,1.001
114.281,B,316.720,4.050,1.283
114.301,B,392.520,4.060,1.594
114.320,B,264.600,4.090,1.082
114.341,B,251.520,4.090,1.029
114.361,B,289.400,4.090,1.184
114.381,B,237.120,4.080,0.967
114.399,B,232.320,4.080,0.948
114.420,B,226.120,4.080,0.923
114.439,B,220.920,4.080,0.901
114.460,B,222.800,4.080,0.909
114.479,B,219.400,4.080,0.895
114.498,B,214.800,4.080,0.876
114.518,B,215.000,4.080,0.877
114.538,B,219.400,4.080,0.895
114.558,B,215.600,4.070,0.877
114.577,B,219.320,4.070,0.893
114.596,B,228.120,4.080,0.931
114.616,B,310.600,4.090,1.270
114.636,B,241.920,4.080,0.987
114.656,B,240.000,4.080,0.979
114.677,B,249.520,4.070,1.016
114.694,B,264.720,4.070,1.077
114.715,B,243.520,4.080,0.994
114.734,B,227.800,4.080,0.929
114.755,B,226.320,4.080,0.923
114.775,B,233.920,4.080,0.954
114.792,B,230.600,4.080,0.941
114.813,B,222.120,4.070,0.904
114.833,B,223.000,4.080,0.910
114.853,B,230.600,4.080,0.941
114.873,B,233.120,4.080,0.951
114.893,B,226.400,4.080,0.924
114.911,B,230.320,4.080,0.940
114.932,B,226.200,4.080,0.923
114.951,B,225.920,4.080,0.922
114.972,B,234.000,4.080,0.955
114.991,B,226.000,4.080,0.922
115.010,B,230.600,4.080,0.941
115.030,B,225.720,4.080,0.921
115.049,B,226.520,4.080,0.924
115.070,B,236.520,4.070,0.963
115.089,B,225.400,4.070,0.917
115.108,B,221.200,4.070,0.900
115.128,B,223.120,4.080,0.910
115.148,B,230.400,4.080,0.940
115.168,B,226.800,4.080,0.925
115.188,B,236.520,4.080,0.965
115.206,B,225.920,4.080,0.922
115.227,B,226.400,4.080,0.924
115.247,B,225.920,4.080,0.922
115.266,B,243.520,4.080,0.994
115.287,B,237.920,4.080,0.971
115.304,B,228.720,4.080,0.933
115.325,B,232.800,4.080,0.950
115.345,B,226.320,4.070,0.921
115.365,B,221.320,4.070,0.901
115.385,B,235.320,4.080,0.960
115.403,B,223.400,4.080,0.911
115.423,B,223.920,4.080,0.914
115.444,B,227.600,4.080,0.929
115.463,B,223.400,4.080,0.911
115.484,B,230.200,4.080,0.939
115.503,B,225.720,4.070,0.919
115.521,B,223.520,4.080,0.912
115.542,B,228.000,4.080,0.930
115.561,B,223.320,4.080,0.911
115.582,B,231.200,4.080,0.943
115.601,B,227.200,4.070,0.925
115.620,B,217.400,4.070,0.885
115.640,B,222.920,4.070,0.907
115.660,B,225.000,4.080,0.918
115.681,B,223.320,4.080,0.911
115.700,B,224.920,4.080,0.918
115.719,B,227.400,4.080,0.928
115.738,B,223.400,4.080,0.911
115.759,B,223.000,4.080,0.910
115.778,B,225.520,4.070,0.918
115.799,B,231.000,4.080,0.942
115.816,B,222.720,4.080,0.909
115.837,B,223.120,4.080,0.910
115.857,B,227.120,4.080,0.927
115.877,B,218.000,4.070,0.887
115.897,B,230.000,4.080,0.938
115.915,B,227.400,4.080,0.928
115.935,B,223.320,4.080,0.911
115.956,B,223.120,4.080,0.910
115.975,B,227.800,4.080,0.929
115.995,B,223.000,4.080,0.910
116.015,B,222.920,4.080,0.910
116.033,B,227.720,4.080,0.929
116.054,B,227.120,4.080,0.927
116.073,B,223.120,4.080,0.910
116.094,B,223.520,4.080,0.912
116.113,B,228.600,4.090,0.935
116.132,B,222.000,4.080,0.906
116.152,B,222.120,4.070,0.904
116.172,B,221.920,4.080,0.905
116.192,B,228.320,4.080,0.932
116.211,B,226.320,4.080,0.923
116.230,B,222.920,4.080,0.910
116.250,B,224.320,4.070,0.913
116.270,B,241.320,4.080,0.985
116.290,B,232.600,4.080,0.949
116.311,B,231.720,4.060,0.941
116.329,B,227.600,4.080,0.929
116.349,B,223.400,4.080,0.911
116.369,B,224.200,4.080,0.915
116.389,B,223.200,4.080,0.911
116.409,B,227.200,4.070,0.925
116.427,B,221.720,4.070,0.902
116.447,B,227.720,4.080,0.929
116.467,B,223.320,4.080,0.911
116.487,B,224.600,4.080,0.916
116.507,B,223.320,4.080,0.911
116.526,B,240.600,4.080,0.982
116.545,B,223.120,4.080,0.910
116.566,B,223.400,4.080,0.911
116.585,B,226.320,4.070,0.921
116.606,B,228.920,4.080,0.934
116.626,B,234.920,4.080,0.958
116.644,B,227.400,4.080,0.928
116.664,B,221.600,4.070,0.902
116.683,B,224.800,4.070,0.915
116.704,B,219.520,4.070,0.893
116.724,B,226.720,4.080,0.925
116.742,B,223.120,4.080,0.910
116.762,B,224.200,4.080,0.915
116.782,B,223.120,4.080,0.910
116.802,B,227.600,4.080,0.929
116.823,B,230.000,4.080,0.938
116.859,B,224.120,4.080,0.914
116.865,B,227.600,4.080,0.929
116.894,B,223.600,4.080,0.912
116.911,B,223.800,4.090,0.915
116.923,B,225.720,4.080,0.921
116.939,B,232.520,4.080,0.949
116.959,B,221.000,4.080,0.902
116.979,B,223.520,4.080,0.912
116.999,B,227.600,4.080,0.929
117.019,B,223.400,4.080,0.911
117.038,B,230.720,4.080,0.941
117.057,B,228.320,4.080,0.932
117.078,B,223.320,4.080,0.911
117.098,B,223.800,4.080,0.913
117.118,B,225.720,4.070,0.919
117.138,B,230.320,4.080,0.940
117.155,B,223.320,4.080,0.911
117.176,B,221.920,4.080,0.905
117.195,B,222.800,4.080,0.909
117.216,B,223.600,4.080,0.912
117.236,B,233.200,4.080,0.951
117.254,B,227.400,4.080,0.928
117.274,B,235.000,4.080,0.959
117.294,B,230.720,4.080,0.941
117.314,B,227.200,4.080,0.927
117.335,B,235.520,4.080,0.961
117.352,B,222.720,4.080,0.909
117.373,B,222.600,4.080,0.908
117.393,B,227.720,4.080,0.929
117.412,B,222.600,4.080,0.908
117.433,B,230.720,4.080,0.941
117.451,B,222.800,4.080,0.909
117.471,B,223.000,4.080,0.910
117.491,B,220.400,4.080,0.899
117.511,B,222.920,4.080,0.910
117.531,B,229.000,4.080,0.934
117.550,B,232.600,4.080,0.949
117.570,B,223.800,4.080,0.913
117.590,B,282.000,4.080,1.151
117.609,B,324.000,4.070,1.319
117.629,B,321.920,4.080,1.313
117.648,B,241.400,4.070,0.982
117.667,B,232.600,4.080,0.949
117.688,B,229.320,4.070,0.933
117.708,B,256.720,4.090,1.050
117.728,B,231.400,4.080,0.944
117.748,B,245.000,4.080,1.000
117.766,B,230.120,4.080,0.939
117.786,B,229.600,4.080,0.937
117.807,B,225.920,4.080,0.922
117.826,B,229.720,4.080,0.937
117.847,B,239.200,4.080,0.976
117.864,B,229.800,4.080,0.938
117.884,B,225.600,4.080,0.920
117.905,B,226.400,4.080,0.924
117.924,B,227.000,4.080,0.926
117.945,B,233.000,4.080,0.951
117.963,B,225.600,4.080,0.920
117.983,B,225.320,4.080,0.919
118.003,B,225.720,4.070,0.919
118.023,B,225.920,4.080,0.922
118.043,B,236.320,4.080,0.964
118.062,B,225.720,4.080,0.921
118.081,B,225.520,4.080,0.920
118.101,B,230.200,4.080,0.939
118.121,B,225.000,4.080,0.918
118.141,B,223.800,4.080,0.913
118.160,B,228.800,4.080,0.934
118.180,B,227.200,4.080,0.927
118.200,B,226.000,4.080,0.922
118.220,B,224.200,4.080,0.915
118.240,B,224.200,4.070,0.912
118.260,B,264.600,4.050,1.072
118.279,B,301.120,4.090,1.232
118.298,B,233.720,4.080,0.954
118.319,B,233.920,4.070,0.952
118.339,B,232.920,4.080,0.950
118.358,B,235.400,4.080,0.960
118.376,B,233.000,4.080,0.951
118.396,B,228.320,4.080,0.932
118.417,B,229.120,4.080,0.935
118.436,B,234.200,4.080,0.956
118.457,B,240.000,4.080,0.979
118.474,B,229.400,4.080,0.936
118.495,B,228.800,4.080,0.934
118.515,B,228.120,4.070,0.928
118.535,B,224.200,4.070,0.912
118.555,B,236.000,4.080,0.963
118.573,B,233.120,4.080,0.951
118.593,B,232.720,4.080,0.949
118.613,B,229.720,4.080,0.937
118.633,B,228.600,4.080,0.933
118.653,B,228.200,4.070,0.929
118.672,B,223.720,4.080,0.913
118.691,B,223.320,4.080,0.911
118.712,B,222.800,4.070,0.907
118.731,B,226.800,4.080,0.925
118.752,B,223.000,4.070,0.908
118.770,B,226.320,4.070,0.921
118.790,B,226.400,4.080,0.924
118.810,B,222.600,4.080,0.908
118.830,B,223.520,4.080,0.912
118.850,B,223.400,4.080,0.911
118.870,B,231.600,4.080,0.945
118.889,B,223.600,4.080,0.912
118.908,B,222.920,4.080,0.910
118.929,B,227.800,4.080,0.929
118.949,B,222.600,4.080,0.908
118.969,B,229.320,4.080,0.936
118.987,B,227.200,4.080,0.927
119.007,B,223.720,4.080,0.913
119.027,B,223.000,4.080,0.910
119.046,B,221.320,4.070,0.901
119.067,B,227.800,4.070,0.927
119.085,B,223.720,4.080,0.913
119.105,B,223.200,4.080,0.911
119.125,B,227.520,4.080,0.928
119.145,B,223.120,4.080,0.910
119.165,B,223.320,4.080,0.911
119.184,B,227.600,4.080,0.929
119.203,B,223.720,4.080,0.913
119.224,B,223.800,4.090,0.915
119.243,B,224.000,4.080,0.914
119.264,B,227.920,4.080,0.930
119.282,B,230.000,4.080,0.938
119.302,B,228.200,4.070,0.929
119.322,B,228.400,4.070,0.930
119.343,B,226.120,4.080,0.923
119.362,B,233.200,4.060,0.947
119.382,B,303.200,4.080,1.237
119.401,B,261.400,4.080,1.067
119.420,B,246.720,4.080,1.007
119.441,B,244.320,4.080,0.997
119.460,B,230.000,4.080,0.938
119.481,B,241.720,4.080,0.986
119.499,B,247.000,4.080,1.008
119.518,B,271.400,4.040,1.096
119.539,B,265.120,4.070,1.079
119.558,B,216.920,4.080,0.885
119.579,B,242.320,4.080,0.989
119.597,B,228.920,4.050,0.927
119.617,B,226.200,4.050,0.916
119.637,B,227.520,4.070,0.926
119.657,B,214.320,4.070,0.872
119.677,B,231.720,4.080,0.945
119.696,B,401.400,4.050,1.626
119.715,B,422.720,4.110,1.737
119.736,B,258.520,4.090,1.057
119.755,B,243.200,4.090,0.995
119.775,B,244.520,4.090,1.000
119.794,B,284.720,4.050,1.153
119.814,B,256.600,4.090,1.049
119.834,B,238.400,4.090,0.975
119.854,B,236.600,4.090,0.968
119.874,B,247.200,4.090,1.011
119.892,B,257.200,4.030,1.037
119.913,B,349.600,4.050,1.416
119.932,B,237.800,4.040,0.961
119.953,B,227.000,4.070,0.924
119.972,B,239.920,4.050,0.972
119.993,B,223.400,4.060,0.907
120.011,B,250.320,4.050,1.014
120.030,B,231.400,4.090,0.946
120.051,B,221.200,4.090,0.905
120.070,B,232.520,4.070,0.946
120.091,B,244.800,4.070,0.996
120.109,B,388.520,4.050,1.574
120.129,B,256.720,4.090,1.050
120.149,B,219.800,4.090,0.899
120.170,B,225.400,4.060,0.915
120.189,B,253.000,4.070,1.030
120.208,B,366.120,4.040,1.479
120.227,B,253.720,4.090,1.038
120.247,B,241.120,4.090,0.986
120.268,B,232.200,4.090,0.950
120.287,B,334.800,4.060,1.359
120.306,B,411.800,4.050,1.668
120.325,B,261.600,4.110,1.075
120.347,B,240.320,4.080,0.981
120.366,B,232.520,4.080,0.949
120.386,B,363.200,4.060,1.475
120.404,B,411.800,4.050,1.668
120.425,B,444.800,4.080,1.815
120.444,B,322.120,4.080,1.314
120.464,B,244.720,4.060,0.994
120.484,B,227.320,4.060,0.923
120.504,B,228.000,4.050,0.923
120.523,B,236.000,4.060,0.958
120.542,B,226.720,4.060,0.920
120.563,B,228.920,4.080,0.934
120.582,B,215.120,4.080,0.878
120.603,B,214.720,4.080,0.876
120.621,B,226.400,4.080,0.924
120.641,B,220.800,4.090,0.903
120.661,B,225.320,4.090,0.922
120.682,B,220.200,4.090,0.901
120.701,B,225.200,4.090,0.921
120.719,B,264.920,4.060,1.076
120.739,B,307.320,4.070,1.251
120.759,B,244.120,4.090,0.998
120.780,B,236.400,4.080,0.965
120.799,B,235.200,4.080,0.960
120.818,B,243.200,4.080,0.992
120.837,B,235.600,4.080,0.961
120.858,B,232.920,4.080,0.950
120.878,B,223.400,4.080,0.911
120.898,B,227.800,4.080,0.929
120.916,B,230.320,4.080,0.940
120.936,B,223.520,4.080,0.912
120.956,B,223.320,4.080,0.911
120.976,B,219.120,4.070,0.892
120.996,B,220.520,4.080,0.900
121.016,B,230.000,4.080,0.938
121.035,B,228.000,4.080,0.930
121.054,B,223.800,4.080,0.913
121.075,B,228.000,4.080,0.930
121.094,B,222.920,4.080,0.910
121.115,B,224.400,4.080,0.916
121.133,B,234.600,4.070,0.955
121.153,B,225.520,4.080,0.920
121.173,B,219.920,4.080,0.897
121.193,B,223.800,4.080,0.913
121.213,B,223.320,4.080,0.911
121.231,B,230.120,4.080,0.939
121.251,B,227.800,4.080,0.929
121.271,B,223.320,4.080,0.911
121.292,B,228.120,4.080,0.931
121.311,B,229.000,4.080,0.934
121.330,B,238.720,4.080,0.974
121.351,B,232.000,4.080,0.947
121.370,B,223.000,4.080,0.910
121.390,B,223.320,4.080,0.911
121.410,B,226.120,4.070,0.920
121.428,B,230.000,4.080,0.938
121.447,B,223.120,4.080,0.910
121.468,B,223.520,4.080,0.912
121.488,B,224.400,4.070,0.913
121.508,B,221.200,4.080,0.902
121.526,B,231.520,4.080,0.945
121.547,B,228.200,4.090,0.933
121.566,B,224.120,4.080,0.914
121.587,B,224.400,4.090,0.918
121.606,B,227.720,4.080,0.929
121.627,B,228.800,4.070,0.931
121.645,B,223.520,4.080,0.912
121.664,B,223.320,4.070,0.909
121.686,B,226.320,4.080,0.923
121.704,B,223.200,4.080,0.911
121.725,B,220.600,4.070,0.898
121.743,B,229.320,4.080,0.936
121.763,B,222.920,4.080,0.910
121.783,B,223.520,4.080,0.912
121.804,B,223.320,4.080,0.911
121.823,B,223.000,4.080,0.910
121.842,B,230.600,4.080,0.941
121.861,B,227.120,4.080,0.927
121.881,B,223.320,4.080,0.911
121.902,B,223.400,4.080,0.911
121.921,B,222.520,4.080,0.908
121.940,B,233.600,4.080,0.953
121.960,B,227.200,4.080,0.927
121.980,B,223.120,4.080,0.910
122.000,B,222.920,4.080,0.910
122.020,B,227.400,4.080,0.928
122.038,B,224.720,4.070,0.915
122.059,B,221.120,4.080,0.902
122.078,B,222.800,4.080,0.909
122.099,B,227.200,4.080,0.927
122.118,B,222.600,4.080,0.908
122.136,B,234.520,4.080,0.957
122.157,B,223.000,4.080,0.910
122.176,B,222.920,4.080,0.910
122.197,B,223.120,4.080,0.910
123.263,B,227.000,4.080,0.926
123.269,B,226.720,4.070,0.923
123.275,B,221.400,4.070,0.901
123.281,B,234.320,4.070,0.954
123.286,B,229.920,4.080,0.938
123.292,B,228.400,4.090,0.934
123.298,B,234.120,4.090,0.958
123.303,B,230.920,4.080,0.942
123.309,B,230.120,4.080,0.939
123.315,B,229.320,4.080,0.936
123.320,B,224.320,4.080,0.915
123.326,B,224.720,4.080,0.917
123.332,B,236.120,4.080,0.963
123.337,B,225.800,4.070,0.919
123.343,B,225.800,4.080,0.921
123.349,B,224.720,4.080,0.917
123.356,B,224.200,4.080,0.915
123.362,B,237.720,4.070,0.968
123.368,B,226.200,4.070,0.921
123.373,B,233.800,4.080,0.954
123.379,B,221.720,4.080,0.905
123.384,B,224.400,4.080,0.916
123.390,B,231.200,4.080,0.943
123.396,B,224.920,4.080,0.918
123.402,B,229.000,4.080,0.934
123.407,B,230.320,4.080,0.940
123.413,B,229.200,4.080,0.935
123.419,B,225.400,4.070,0.917
123.424,B,225.120,4.080,0.918
123.430,B,224.520,4.080,0.916
123.436,B,220.600,4.070,0.898
123.442,B,225.720,4.080,0.921
123.447,B,224.320,4.080,0.915
123.453,B,230.920,4.080,0.942
123.459,B,224.320,4.080,0.915
123.464,B,224.520,4.080,0.916
123.470,B,224.520,4.080,0.916
123.476,B,228.600,4.080,0.933
123.481,B,232.000,4.080,0.947
123.487,B,224.720,4.080,0.917
123.492,B,228.720,4.080,0.933
123.498,B,223.600,4.070,0.910
123.504,B,221.200,4.070,0.900
123.509,B,225.800,4.070,0.919
123.515,B,229.400,4.090,0.938
123.521,B,224.920,4.090,0.920
123.526,B,225.520,4.080,0.920
123.532,B,224.600,4.080,0.916
123.538,B,229.320,4.080,0.936
123.543,B,226.400,4.080,0.924
123.549,B,224.600,4.080,0.916
123.555,B,229.000,4.080,0.934
123.560,B,224.600,4.080,0.916
123.566,B,224.600,4.080,0.916
123.572,B,239.000,4.070,0.973
123.577,B,259.200,4.080,1.058
123.583,B,251.800,4.090,1.030
123.589,B,229.400,4.070,0.934
123.595,B,228.720,4.070,0.931
123.600,B,240.000,4.080,0.979
123.606,B,232.400,4.080,0.948
123.611,B,227.400,4.070,0.926
123.617,B,228.720,4.080,0.933
123.622,B,225.320,4.080,0.919
123.628,B,231.200,4.080,0.943
123.634,B,224.800,4.080,0.917
123.640,B,224.200,4.080,0.915
123.645,B,229.120,4.080,0.935
123.651,B,222.400,4.070,0.905
123.657,B,219.200,4.080,0.894
123.662,B,240.800,4.080,0.982
123.668,B,226.600,4.080,0.925
123.674,B,224.320,4.080,0.915
123.679,B,228.800,4.080,0.934
123.686,B,224.000,4.080,0.914
123.693,B,236.800,4.080,0.966
123.712,B,304.000,4.050,1.231
123.733,B,357.000,4.080,1.457
123.753,B,282.800,4.090,1.157
123.770,B,252.000,4.090,1.031
123.791,B,253.400,4.090,1.036
123.810,B,239.120,4.080,0.976
123.831,B,233.320,4.080,0.952
123.851,B,226.200,4.090,0.925
123.871,B,223.120,4.070,0.908
123.889,B,233.720,4.080,0.954
123.910,B,225.920,4.080,0.922
123.929,B,230.120,4.080,0.939
123.950,B,225.520,4.080,0.920
123.969,B,225.520,4.080,0.920
123.988,B,237.400,4.080,0.969
124.008,B,225.400,4.080,0.920
124.027,B,225.600,4.080,0.920
124.048,B,225.200,4.080,0.919
124.067,B,229.920,4.080,0.938
124.086,B,223.520,4.070,0.910
124.106,B,226.200,4.080,0.923
124.126,B,225.600,4.080,0.920
124.146,B,225.720,4.080,0.921
124.166,B,225.600,4.080,0.920
124.184,B,229.600,4.080,0.937
124.205,B,232.320,4.080,0.948
124.224,B,225.600,4.080,0.920
124.245,B,229.920,4.080,0.938
124.265,B,225.520,4.080,0.920
124.282,B,235.120,4.080,0.959
124.303,B,239.600,4.080,0.978
124.322,B,228.920,4.080,0.934
124.343,B,233.600,4.070,0.951
124.363,B,224.720,4.080,0.917
124.381,B,224.200,4.080,0.915
124.401,B,229.520,4.080,0.936
124.421,B,223.120,4.080,0.910
124.441,B,220.200,4.070,0.896
124.462,B,222.800,4.080,0.909
124.481,B,227.800,4.080,0.929
124.499,B,229.200,4.080,0.935
124.520,B,223.520,4.080,0.912
124.539,B,227.200,4.080,0.927
124.560,B,222.920,4.080,0.910
124.579,B,227.720,4.080,0.929
124.598,B,234.800,4.080,0.958
124.618,B,224.800,4.070,0.915
124.638,B,219.600,4.070,0.894
124.658,B,223.400,4.080,0.911
124.678,B,227.920,4.080,0.930
124.696,B,224.200,4.080,0.915
124.716,B,233.120,4.080,0.951
124.736,B,223.000,4.080,0.910
124.756,B,223.120,4.080,0.910
124.777,B,227.400,4.080,0.928
124.794,B,223.200,4.080,0.911
124.815,B,232.720,4.080,0.949
124.834,B,223.200,4.080,0.911
124.855,B,222.600,4.080,0.908
124.875,B,222.600,4.070,0.906
124.893,B,226.000,4.080,0.922
124.913,B,231.720,4.080,0.945
124.933,B,223.320,4.080,0.911
124.953,B,219.000,4.070,0.891
124.973,B,220.920,4.070,0.899
124.993,B,223.200,4.080,0.911
125.011,B,233.920,4.080,0.954
125.031,B,223.120,4.080,0.910
125.051,B,224.920,4.080,0.918
125.072,B,222.920,4.080,0.910
125.091,B,222.920,4.080,0.910
125.110,B,229.920,4.080,0.938
125.130,B,222.920,4.080,0.910
125.150,B,222.800,4.070,0.907
125.170,B,226.320,4.080,0.923
125.190,B,217.520,4.080,0.887
125.208,B,232.520,4.070,0.946
125.228,B,222.520,4.080,0.908
125.248,B,222.920,4.080,0.910
125.268,B,227.000,4.080,0.926
125.288,B,227.200,4.070,0.925
125.306,B,233.400,4.080,0.952
125.327,B,233.520,4.080,0.953
125.347,B,223.400,4.080,0.911
125.367,B,222.800,4.080,0.909
125.387,B,227.600,4.080,0.929
125.405,B,294.320,4.030,1.186
125.425,B,375.200,4.090,1.535
125.445,B,267.400,4.090,1.094
125.465,B,260.800,4.090,1.067
125.485,B,242.600,4.080,0.990
125.503,B,237.000,4.070,0.965
125.523,B,261.600,4.090,1.070
125.544,B,273.600,4.070,1.114
125.563,B,246.120,4.070,1.002
125.584,B,277.720,4.090,1.136
125.603,B,226.920,4.090,0.928
125.622,B,266.520,4.090,1.090
125.642,B,247.120,4.080,1.008
125.661,B,227.200,4.080,0.927
125.682,B,232.000,4.080,0.947
125.701,B,237.720,4.090,0.972
125.720,B,338.200,4.050,1.370
125.740,B,417.400,4.050,1.690
125.760,B,350.720,4.100,1.438
125.780,B,239.200,4.090,0.978
125.800,B,238.400,4.090,0.975
125.819,B,319.120,4.020,1.283
125.839,B,427.920,4.050,1.733
125.859,B,325.200,4.100,1.333
125.879,B,245.600,4.090,1.005
125.899,B,235.400,4.090,0.963
125.916,B,294.400,4.090,1.204
125.937,B,383.200,4.070,1.560
125.957,B,238.520,4.090,0.976
125.977,B,241.320,4.080,0.985
125.997,B,214.600,4.090,0.878
126.016,B,215.920,4.080,0.881
126.035,B,418.200,4.100,1.715
126.056,B,238.200,4.080,0.972
126.075,B,242.800,4.090,0.993
126.096,B,230.120,4.090,0.941
126.115,B,216.800,4.090,0.887
126.133,B,404.000,4.060,1.640
126.154,B,250.720,4.050,1.015
126.173,B,228.720,4.060,0.929
126.194,B,229.000,4.090,0.937
126.213,B,220.520,4.080,0.900
126.232,B,408.320,4.070,1.662
126.252,B,398.720,4.100,1.635
126.272,B,253.600,4.090,1.037
126.292,B,248.920,4.090,1.018
126.312,B,236.000,4.080,0.963
126.330,B,240.720,4.080,0.982
126.351,B,407.320,4.100,1.670
126.371,B,261.120,4.090,1.068
126.390,B,237.400,4.090,0.971
126.411,B,227.920,4.090,0.932
126.429,B,289.720,4.040,1.170
126.449,B,447.200,4.020,1.798
126.469,B,443.200,4.040,1.791
126.489,B,346.600,4.070,1.411
126.509,B,246.600,4.090,1.009
126.528,B,237.800,4.080,0.970
126.547,B,234.120,4.080,0.955
126.568,B,236.920,4.080,0.967
126.587,B,238.800,4.090,0.977
126.608,B,227.120,4.080,0.927
126.628,B,234.600,4.080,0.957
126.645,B,234.520,4.080,0.957
126.666,B,234.320,4.080,0.956
126.685,B,234.120,4.080,0.955
126.706,B,234.200,4.080,0.956
126.726,B,233.920,4.080,0.954
126.744,B,238.920,4.080,0.975
126.764,B,297.920,4.030,1.201
126.784,B,240.000,4.080,0.979
126.804,B,234.600,4.070,0.955
126.825,B,233.320,4.080,0.952
126.842,B,230.400,4.080,0.940
126.862,B,237.000,4.080,0.967
126.882,B,223.200,4.080,0.911
126.902,B,227.600,4.080,0.929
126.923,B,224.320,4.080,0.915
126.941,B,228.000,4.090,0.933
126.961,B,231.720,4.090,0.948
126.981,B,223.600,4.080,0.912
127.001,B,223.320,4.080,0.911
127.021,B,228.120,4.080,0.931
127.040,B,223.520,4.080,0.912
