time,id,mA,V,W
127.059,B,220.000,4.060,0.893
127.079,B,227.720,4.080,0.929
127.099,B,223.000,4.080,0.910
127.119,B,224.200,4.080,0.915
127.138,B,227.400,4.080,0.928
127.157,B,223.320,4.080,0.911
127.178,B,230.000,4.080,0.938
127.197,B,227.400,4.080,0.928
127.218,B,223.520,4.080,0.912
127.238,B,223.120,4.080,0.910
127.257,B,223.120,4.080,0.910
127.276,B,234.200,4.080,0.956
127.296,B,230.120,4.080,0.939
127.316,B,226.400,4.070,0.921
127.336,B,226.720,4.080,0.925
127.354,B,231.800,4.080,0.946
127.374,B,230.400,4.080,0.940
127.394,B,223.120,4.080,0.910
127.414,B,233.200,4.080,0.951
127.435,B,224.520,4.070,0.914
127.453,B,225.000,4.080,0.918
127.473,B,234.520,4.080,0.957
127.492,B,222.600,4.080,0.908
127.513,B,222.920,4.080,0.910
127.533,B,223.320,4.080,0.911
127.551,B,227.200,4.080,0.927
127.571,B,229.920,4.070,0.936
127.591,B,221.520,4.070,0.902
127.611,B,218.520,4.080,0.892
127.631,B,229.200,4.080,0.935
127.650,B,224.400,4.080,0.916
127.669,B,226.720,4.080,0.925
127.691,B,235.120,4.080,0.959
127.710,B,225.200,4.080,0.919
127.730,B,230.000,4.090,0.941
127.748,B,225.320,4.080,0.919
127.768,B,225.000,4.080,0.918
127.788,B,231.600,4.080,0.945
127.808,B,224.720,4.080,0.917
127.828,B,219.400,4.070,0.893
127.848,B,222.800,4.080,0.909
127.866,B,228.720,4.080,0.933
127.886,B,234.720,4.080,0.958
127.907,B,225.800,4.080,0.921
127.926,B,228.800,4.080,0.934
127.947,B,225.000,4.080,0.918
127.964,B,228.720,4.080,0.933
127.985,B,231.720,4.080,0.945
128.005,B,228.920,4.080,0.934
128.025,B,224.720,4.080,0.917
128.045,B,224.800,4.080,0.917
128.063,B,229.120,4.080,0.935
128.083,B,230.600,4.080,0.941
128.103,B,221.920,4.070,0.903
128.123,B,223.520,4.080,0.912
128.143,B,224.600,4.080,0.916
128.162,B,226.120,4.080,0.923
128.181,B,230.600,4.080,0.941
128.202,B,229.200,4.080,0.935
128.221,B,224.520,4.080,0.916
128.242,B,224.600,4.080,0.916
128.260,B,225.800,4.080,0.921
128.279,B,235.400,4.080,0.960
128.300,B,245.800,4.080,1.003
128.320,B,229.120,4.080,0.935
128.340,B,233.720,4.080,0.954
128.360,B,223.520,4.070,0.910
128.379,B,223.720,4.080,0.913
128.398,B,244.520,4.080,0.998
128.419,B,229.400,4.080,0.936
128.438,B,232.120,4.080,0.947
128.459,B,229.400,4.080,0.936
128.476,B,229.400,4.080,0.936
128.496,B,231.800,4.090,0.948
128.517,B,225.400,4.090,0.922
128.536,B,229.600,4.080,0.937
128.557,B,225.120,4.080,0.918
128.575,B,224.800,4.080,0.917
128.595,B,234.400,4.070,0.954
128.615,B,228.720,4.080,0.933
128.635,B,224.720,4.080,0.917
128.655,B,230.720,4.080,0.941
128.674,B,224.800,4.080,0.917
128.693,B,232.320,4.080,0.948
128.714,B,229.320,4.080,0.936
128.733,B,224.400,4.080,0.916
128.753,B,229.320,4.080,0.936
128.772,B,225.120,4.080,0.918
128.791,B,233.200,4.070,0.949
128.812,B,226.600,4.080,0.925
128.832,B,224.800,4.080,0.917
128.852,B,224.520,4.080,0.916
128.870,B,223.600,4.070,0.910
128.890,B,225.000,4.080,0.918
128.910,B,232.320,4.080,0.948
128.931,B,229.320,4.080,0.936
128.950,B,224.320,4.080,0.915
128.971,B,224.920,4.080,0.918
128.989,B,224.800,4.080,0.917
129.008,B,231.200,4.080,0.943
129.029,B,224.920,4.080,0.918
129.048,B,228.800,4.080,0.934
129.069,B,229.200,4.080,0.935
129.086,B,225.000,4.080,0.918
129.107,B,230.600,4.080,0.941
129.127,B,224.200,4.070,0.912
129.147,B,221.520,4.080,0.904
129.167,B,224.600,4.080,0.916
129.186,B,229.120,4.080,0.935
129.205,B,231.120,4.080,0.943
129.225,B,224.800,4.080,0.917
129.245,B,229.200,4.080,0.935
129.265,B,224.800,4.080,0.917
129.284,B,227.120,4.090,0.929
129.303,B,238.000,4.070,0.969
129.324,B,235.120,4.080,0.959
129.343,B,233.800,4.080,0.954
129.364,B,229.520,4.080,0.936
129.382,B,224.920,4.080,0.918
129.403,B,229.200,4.070,0.933
129.422,B,232.520,4.080,0.949
129.443,B,229.920,4.080,0.938
129.462,B,228.600,4.080,0.933
129.482,B,224.720,4.080,0.917
129.501,B,224.520,4.080,0.916
129.520,B,235.120,4.080,0.959
129.541,B,224.600,4.080,0.916
129.560,B,224.600,4.080,0.916
129.581,B,224.520,4.070,0.914
129.599,B,227.200,4.080,0.927
129.619,B,230.800,4.080,0.942
129.639,B,227.200,4.070,0.925
129.659,B,219.200,4.080,0.894
129.679,B,228.920,4.080,0.934
129.697,B,224.600,4.080,0.916
129.717,B,237.400,4.080,0.969
129.737,B,224.320,4.080,0.915
129.757,B,244.000,4.080,0.996
129.777,B,262.000,4.080,1.069
129.796,B,241.000,4.080,0.983
129.815,B,231.400,4.080,0.944
129.836,B,226.520,4.070,0.922
129.855,B,230.200,4.080,0.939
129.876,B,226.200,4.080,0.923
129.894,B,221.800,4.070,0.903
129.914,B,227.200,4.080,0.927
129.934,B,224.200,4.080,0.915
129.953,B,224.400,4.080,0.916
129.974,B,228.800,4.080,0.934
129.992,B,224.400,4.080,0.916
130.013,B,225.120,4.080,0.918
130.032,B,233.600,4.070,0.951
130.053,B,224.920,4.090,0.920
130.072,B,225.320,4.080,0.919
130.093,B,224.520,4.080,0.916
130.111,B,229.400,4.080,0.936
130.131,B,222.800,4.070,0.907
130.151,B,224.800,4.080,0.917
130.170,B,224.600,4.080,0.916
130.191,B,225.600,4.080,0.920
130.209,B,225.000,4.080,0.918
130.229,B,228.800,4.080,0.934
130.249,B,226.200,4.080,0.923
130.269,B,224.600,4.080,0.916
130.289,B,226.600,4.060,0.920
130.308,B,234.800,4.080,0.958
130.327,B,233.320,4.080,0.952
130.348,B,228.920,4.080,0.934
130.367,B,228.920,4.080,0.934
130.388,B,229.000,4.080,0.934
130.406,B,224.920,4.080,0.918
130.426,B,223.320,4.070,0.909
130.446,B,225.720,4.080,0.921
130.466,B,224.200,4.080,0.915
130.486,B,225.120,4.080,0.918
130.504,B,228.920,4.080,0.934
130.525,B,224.720,4.080,0.917
130.544,B,231.200,4.080,0.943
130.565,B,228.920,4.080,0.934
130.584,B,224.800,4.080,0.917
130.605,B,228.800,4.080,0.934
130.623,B,225.720,4.080,0.921
130.642,B,225.600,4.080,0.920
130.663,B,222.800,4.080,0.909
130.682,B,221.600,4.070,0.902
130.703,B,225.200,4.070,0.917
130.721,B,222.000,4.080,0.906
130.741,B,226.400,4.080,0.924
130.761,B,232.520,4.080,0.949
130.782,B,224.520,4.080,0.916
130.801,B,224.800,4.080,0.917
130.820,B,229.520,4.080,0.936
130.839,B,225.320,4.090,0.922
130.859,B,235.600,4.080,0.961
130.880,B,224.720,4.080,0.917
130.899,B,224.720,4.080,0.917
130.918,B,228.720,4.080,0.933
130.937,B,226.200,4.080,0.923
130.958,B,230.400,4.080,0.940
130.978,B,219.320,4.070,0.893
130.998,B,224.400,4.080,0.916
131.016,B,224.400,4.080,0.916
131.037,B,224.720,4.080,0.917
131.056,B,237.520,4.080,0.969
131.077,B,224.520,4.080,0.916
131.096,B,228.920,4.080,0.934
131.114,B,224.200,4.080,0.915
131.135,B,224.920,4.080,0.918
131.154,B,230.920,4.070,0.940
131.175,B,228.200,4.080,0.931
131.194,B,224.600,4.080,0.916
131.215,B,224.320,4.080,0.915
131.233,B,218.920,4.070,0.891
131.253,B,228.000,4.080,0.930
131.273,B,232.920,4.080,0.950
131.294,B,224.720,4.080,0.917
131.313,B,233.600,4.080,0.953
131.331,B,230.720,4.070,0.939
131.351,B,229.520,4.080,0.936
131.371,B,239.920,4.080,0.979
131.392,B,224.520,4.080,0.916
131.411,B,224.400,4.080,0.916
131.430,B,224.120,4.080,0.914
131.450,B,228.920,4.080,0.934
131.470,B,255.200,4.070,1.039
131.490,B,390.920,4.040,1.579
131.510,B,309.000,4.060,1.255
131.528,B,254.000,4.070,1.034
131.549,B,240.720,4.080,0.982
131.568,B,244.400,4.080,0.997
131.588,B,255.200,4.060,1.036
131.608,B,271.720,4.090,1.111
131.626,B,285.320,4.050,1.156
131.647,B,236.320,4.090,0.967
131.666,B,236.920,4.080,0.967
131.687,B,243.600,4.080,0.994
131.706,B,268.200,4.080,1.094
131.727,B,240.920,4.080,0.983
131.745,B,238.920,4.080,0.975
131.765,B,230.720,4.070,0.939
131.785,B,247.000,4.060,1.003
131.805,B,357.800,4.030,1.442
131.825,B,391.200,4.050,1.584
131.843,B,271.720,4.090,1.111
131.863,B,257.720,4.070,1.049
131.883,B,258.920,4.080,1.056
131.904,B,332.400,4.060,1.350
131.923,B,412.200,4.100,1.690
131.942,B,247.400,4.090,1.012
131.961,B,243.520,4.090,0.996
131.982,B,249.600,4.080,1.018
132.002,B,317.520,4.040,1.283
132.023,B,341.120,4.100,1.399
132.040,B,243.520,4.090,0.996
132.060,B,219.400,4.090,0.897
132.080,B,245.800,4.080,1.003
132.100,B,289.120,4.050,1.171
132.120,B,399.400,4.100,1.638
132.138,B,236.400,4.090,0.967
132.159,B,216.000,4.090,0.883
132.178,B,234.120,4.080,0.955
132.199,B,259.800,4.050,1.052
132.218,B,384.320,4.090,1.572
132.239,B,247.520,4.080,1.010
132.257,B,220.200,4.070,0.896
132.276,B,247.800,4.070,1.009
132.297,B,249.720,4.030,1.006
132.316,B,417.920,4.050,1.693
132.337,B,243.400,4.040,0.983
132.355,B,223.600,4.080,0.912
132.375,B,229.520,4.040,0.927
132.395,B,247.000,4.080,1.008
132.416,B,403.120,4.100,1.653
132.435,B,256.200,4.090,1.048
132.454,B,240.800,4.090,0.985
132.473,B,233.120,4.060,0.946
132.494,B,381.400,4.060,1.548
132.514,B,448.920,4.070,1.827
132.533,B,456.400,4.070,1.858
132.552,B,454.720,4.080,1.855
132.571,B,243.720,4.090,0.997
132.592,B,238.800,4.090,0.977
132.612,B,236.520,4.090,0.967
132.632,B,235.600,4.080,0.961
132.650,B,249.400,4.080,1.018
132.671,B,231.600,4.080,0.945
132.690,B,223.400,4.080,0.911
132.711,B,214.400,4.080,0.875
132.730,B,218.720,4.080,0.892
132.748,B,208.800,4.070,0.850
132.769,B,215.920,4.090,0.883
132.788,B,257.600,4.080,1.051
132.809,B,248.200,4.080,1.013
132.828,B,279.920,4.040,1.131
132.849,B,275.920,4.080,1.126
132.867,B,245.000,4.080,1.000
132.888,B,238.320,4.080,0.972
132.907,B,235.320,4.080,0.960
132.928,B,232.600,4.080,0.949
132.947,B,232.120,4.080,0.947
132.966,B,227.920,4.080,0.930
132.986,B,225.320,4.080,0.919
133.005,B,231.200,4.080,0.943
133.026,B,223.200,4.080,0.911
133.045,B,223.400,4.080,0.911
133.064,B,223.120,4.080,0.910
133.084,B,225.120,4.070,0.916
133.104,B,229.720,4.080,0.937
133.124,B,222.000,4.070,0.904
133.144,B,222.400,4.080,0.907
133.162,B,223.600,4.080,0.912
133.183,B,224.800,4.080,0.917
133.202,B,231.120,4.080,0.943
133.223,B,225.000,4.080,0.918
133.242,B,228.800,4.080,0.934
133.260,B,224.720,4.080,0.917
133.281,B,228.320,4.080,0.932
133.300,B,246.520,4.080,1.006
133.321,B,233.120,4.080,0.951
133.340,B,232.320,4.070,0.946
133.361,B,229.400,4.070,0.934
133.379,B,227.720,4.080,0.929
133.400,B,224.720,4.080,0.917
133.419,B,224.600,4.080,0.916
133.440,B,236.320,4.080,0.964
133.459,B,224.520,4.080,0.916
133.477,B,230.200,4.080,0.939
133.498,B,234.120,4.080,0.955
133.517,B,229.000,4.080,0.934
133.538,B,224.920,4.080,0.918
133.557,B,226.400,4.080,0.924
133.576,B,225.000,4.080,0.918
133.596,B,228.720,4.080,0.933
133.616,B,232.320,4.060,0.943
133.636,B,225.120,4.080,0.918
133.656,B,223.400,4.070,0.909
133.674,B,223.800,4.070,0.911
133.694,B,223.120,4.080,0.910
133.714,B,225.720,4.080,0.921
133.734,B,229.320,4.080,0.936
133.754,B,224.920,4.080,0.918
133.772,B,225.720,4.080,0.921
133.793,B,229.120,4.080,0.935
133.812,B,224.520,4.080,0.916
133.833,B,224.320,4.080,0.915
133.852,B,229.000,4.080,0.934
133.873,B,223.320,4.070,0.909
133.891,B,219.200,4.070,0.892
133.911,B,223.520,4.080,0.912
133.931,B,224.720,4.080,0.917
133.951,B,225.400,4.080,0.920
133.971,B,229.000,4.080,0.934
133.989,B,225.000,4.080,0.918
134.010,B,224.600,4.080,0.916
134.029,B,238.920,4.070,0.972
134.050,B,229.400,4.080,0.936
134.069,B,224.400,4.080,0.916
134.088,B,225.800,4.080,0.921
134.108,B,224.520,4.080,0.916
134.128,B,231.400,4.080,0.944
134.148,B,227.000,4.080,0.926
134.168,B,224.520,4.080,0.916
134.186,B,220.520,4.060,0.895
134.206,B,225.400,4.070,0.917
134.226,B,223.800,4.080,0.913
134.246,B,232.200,4.080,0.947
134.267,B,229.200,4.080,0.935
134.284,B,224.400,4.080,0.916
134.305,B,236.600,4.080,0.965
134.324,B,231.720,4.080,0.945
134.345,B,241.200,4.080,0.984
134.365,B,230.000,4.080,0.938
134.383,B,224.400,4.080,0.916
134.403,B,229.600,4.080,0.937
134.422,B,221.520,4.070,0.902
134.443,B,229.120,4.070,0.933
134.463,B,231.800,4.080,0.946
134.483,B,230.200,4.080,0.939
134.501,B,229.400,4.080,0.936
134.522,B,229.200,4.080,0.935
134.541,B,232.600,4.080,0.949
134.562,B,225.120,4.080,0.918
134.581,B,227.920,4.080,0.930
134.600,B,224.600,4.080,0.916
134.620,B,224.520,4.080,0.916
134.640,B,235.800,4.080,0.962
134.660,B,223.000,4.080,0.910
134.679,B,223.600,4.070,0.910
134.698,B,221.200,4.070,0.900
134.718,B,227.800,4.080,0.929
134.739,B,230.000,4.070,0.936
134.758,B,227.200,4.080,0.927
134.779,B,229.520,4.080,0.936
134.796,B,224.520,4.080,0.916
134.817,B,226.720,4.080,0.925
134.836,B,225.200,4.080,0.919
134.857,B,235.120,4.080,0.959
134.877,B,224.600,4.080,0.916
134.894,B,224.600,4.080,0.916
134.915,B,229.200,4.080,0.935
134.934,B,223.800,4.070,0.911
134.955,B,233.800,4.070,0.952
134.975,B,222.520,4.070,0.906
134.995,B,229.200,4.080,0.935
135.013,B,226.000,4.080,0.922
135.033,B,250.120,4.070,1.018
135.053,B,347.600,4.050,1.408
135.074,B,338.800,4.080,1.382
135.093,B,244.600,4.090,1.000
135.111,B,245.400,4.080,1.001
135.132,B,235.120,4.080,0.959
135.151,B,240.920,4.080,0.983
135.172,B,231.000,4.080,0.942
135.191,B,232.920,4.080,0.950
135.210,B,221.920,4.070,0.903
135.230,B,217.600,4.070,0.886
135.250,B,228.320,4.080,0.932
135.270,B,227.800,4.080,0.929
135.290,B,222.920,4.080,0.910
135.308,B,235.520,4.080,0.961
135.329,B,233.720,4.080,0.954
135.349,B,233.600,4.060,0.948
135.368,B,230.400,4.080,0.940
135.389,B,232.120,4.080,0.947
135.406,B,228.320,4.080,0.932
135.427,B,228.120,4.080,0.931
135.447,B,224.200,4.080,0.915
135.467,B,234.400,4.080,0.956
135.487,B,232.920,4.070,0.948
135.505,B,217.400,4.080,0.887
135.525,B,227.600,4.080,0.929
135.546,B,223.520,4.080,0.912
135.565,B,230.600,4.080,0.941
135.586,B,232.800,4.080,0.950
135.605,B,227.600,4.080,0.929
135.623,B,223.200,4.080,0.911
135.644,B,227.920,4.080,0.930
135.663,B,230.000,4.080,0.938
135.684,B,226.400,4.080,0.924
135.703,B,223.120,4.080,0.910
135.722,B,223.720,4.080,0.913
135.742,B,227.800,4.080,0.929
135.762,B,230.200,4.080,0.939
135.782,B,219.320,4.070,0.893
135.802,B,219.520,4.080,0.896
135.820,B,265.520,4.070,1.081
135.840,B,225.920,4.080,0.922
135.861,B,234.600,4.080,0.957
135.880,B,229.600,4.080,0.937
135.901,B,225.600,4.080,0.920
135.919,B,225.400,4.080,0.920
135.939,B,223.120,4.080,0.910
135.959,B,230.200,4.070,0.937
135.979,B,227.120,4.080,0.927
135.999,B,228.120,4.080,0.931
136.017,B,224.120,4.070,0.912
136.037,B,221.800,4.070,0.903
136.058,B,229.320,4.080,0.936
136.077,B,231.320,4.080,0.944
136.097,B,228.800,4.080,0.934
136.117,B,229.200,4.080,0.935
136.135,B,224.320,4.080,0.915
136.156,B,224.320,4.080,0.915
136.175,B,236.000,4.080,0.963
136.196,B,224.320,4.080,0.915
136.215,B,235.400,4.080,0.960
136.234,B,229.120,4.090,0.937
136.254,B,223.400,4.080,0.911
136.274,B,233.400,4.070,0.950
136.294,B,222.720,4.070,0.906
136.313,B,236.720,4.080,0.966
136.332,B,234.120,4.080,0.955
136.352,B,234.200,4.080,0.956
136.372,B,240.400,4.080,0.981
136.392,B,224.520,4.080,0.916
136.412,B,225.320,4.080,0.919
136.430,B,224.720,4.080,0.917
136.451,B,229.000,4.080,0.934
136.471,B,231.520,4.080,0.945
136.491,B,224.720,4.080,0.917
136.511,B,222.920,4.070,0.907
136.529,B,223.800,4.080,0.913
136.549,B,223.920,4.080,0.914
136.569,B,230.720,4.080,0.941
136.589,B,230.120,4.080,0.939
136.609,B,225.000,4.080,0.918
136.627,B,224.920,4.080,0.918
136.647,B,228.800,4.080,0.934
136.668,B,225.000,4.080,0.918
136.687,B,232.920,4.070,0.948
136.708,B,225.720,4.080,0.921
136.727,B,226.200,4.080,0.923
136.746,B,224.520,4.080,0.916
136.766,B,223.000,4.070,0.908
136.785,B,238.720,4.080,0.974
136.806,B,224.520,4.080,0.916
136.827,B,229.120,4.080,0.935
136.844,B,229.320,4.080,0.936
136.864,B,229.120,4.080,0.935
136.884,B,224.520,4.080,0.916
136.904,B,229.000,4.080,0.934
136.925,B,224.200,4.080,0.915
136.942,B,224.600,4.080,0.916
136.963,B,225.000,4.070,0.916
136.983,B,226.320,4.080,0.923
137.003,B,225.320,4.090,0.922
137.023,B,224.600,4.080,0.916
137.041,B,225.320,4.070,0.917
137.061,B,221.320,4.080,0.903
137.081,B,225.120,4.080,0.918
137.101,B,228.720,4.080,0.933
137.121,B,224.200,4.080,0.915
137.140,B,224.600,4.080,0.916
137.159,B,228.800,4.080,0.934
137.180,B,224.400,4.080,0.916
137.199,B,225.920,4.080,0.922
137.220,B,224.720,4.070,0.915
137.240,B,226.520,4.080,0.924
137.257,B,224.520,4.080,0.916
137.278,B,223.600,4.070,0.910
137.297,B,226.600,4.070,0.922
137.318,B,233.000,4.080,0.951
137.338,B,229.720,4.080,0.937
137.356,B,230.520,4.070,0.938
137.376,B,234.600,4.080,0.957
137.396,B,224.400,4.080,0.916
137.416,B,224.520,4.080,0.916
137.437,B,228.600,4.080,0.933
137.454,B,224.400,4.080,0.916
137.475,B,225.600,4.080,0.920
137.494,B,224.320,4.080,0.915
137.514,B,235.000,4.080,0.959
137.535,B,331.920,4.050,1.344
137.553,B,335.800,4.080,1.370
137.573,B,270.600,4.090,1.107
137.593,B,263.400,4.080,1.075
137.613,B,253.920,4.090,1.039
137.633,B,256.520,4.090,1.049
137.652,B,261.520,4.060,1.062
137.671,B,247.000,4.080,1.008
137.692,B,238.800,4.080,0.974
137.711,B,307.600,4.090,1.258
137.731,B,245.520,4.080,1.002
137.750,B,238.120,4.040,0.962
137.769,B,256.520,4.060,1.041
137.790,B,240.320,4.080,0.981
137.809,B,226.520,4.080,0.924
137.830,B,231.800,4.080,0.946
137.850,B,234.120,4.060,0.951
137.868,B,391.320,4.060,1.589
137.888,B,427.720,4.050,1.732
137.909,B,302.800,4.090,1.238
137.928,B,290.400,4.090,1.188
137.949,B,373.400,4.040,1.509
137.966,B,300.800,4.090,1.230
137.986,B,243.400,4.090,0.996
138.007,B,233.400,4.090,0.955
138.026,B,241.520,4.080,0.985
138.047,B,228.600,4.050,0.926
138.065,B,298.600,4.090,1.221
138.085,B,250.200,4.090,1.023
138.105,B,241.920,4.090,0.989
138.125,B,235.400,4.090,0.963
138.145,B,220.120,4.080,0.898
138.164,B,349.120,4.090,1.428
138.183,B,238.600,4.090,0.976
138.203,B,239.800,4.080,0.978
138.223,B,241.320,4.090,0.987
138.243,B,220.400,4.090,0.901
138.262,B,432.200,4.050,1.750
138.281,B,311.200,4.090,1.273
138.302,B,247.520,4.070,1.007
138.322,B,250.800,4.080,1.023
138.342,B,237.000,4.080,0.967
138.362,B,287.800,4.050,1.166
138.380,B,245.000,4.090,1.002
138.515,B,238.520,4.090,0.976
138.521,B,227.200,4.080,0.927
138.526,B,229.720,4.070,0.935
138.532,B,260.320,4.040,1.052
138.538,B,244.920,4.090,1.002
138.544,B,232.400,4.080,0.948
138.549,B,229.600,4.070,0.934
138.555,B,243.200,4.080,0.992
138.561,B,331.720,4.050,1.343
138.576,B,455.320,4.050,1.844
138.597,B,407.400,4.070,1.658
138.617,B,373.320,4.110,1.534
138.637,B,259.800,4.090,1.063
138.657,B,243.000,4.090,0.994
138.675,B,236.000,4.080,0.963
138.695,B,231.600,4.080,0.945
138.715,B,230.600,4.080,0.941
138.735,B,239.520,4.080,0.977
138.755,B,224.800,4.090,0.919
138.774,B,220.000,4.090,0.900
138.793,B,219.120,4.090,0.896
138.814,B,219.600,4.090,0.898
138.833,B,259.000,4.080,1.057
138.854,B,248.920,4.080,1.016
138.872,B,218.720,4.080,0.892
138.892,B,305.800,4.080,1.248
138.912,B,238.200,4.080,0.972
138.932,B,239.600,4.070,0.975
138.952,B,239.000,4.080,0.975
138.972,B,230.600,4.080,0.941
138.990,B,234.720,4.080,0.958
139.010,B,237.600,4.080,0.969
139.031,B,223.320,4.080,0.911
139.050,B,229.000,4.080,0.934
139.071,B,225.120,4.070,0.916
139.089,B,217.600,4.080,0.888
139.109,B,227.320,4.080,0.927
139.129,B,222.920,4.080,0.910
139.148,B,232.000,4.080,0.947
139.169,B,227.600,4.080,0.929
139.187,B,222.720,4.080,0.909
139.207,B,222.600,4.080,0.908
139.227,B,223.120,4.070,0.908
139.247,B,232.120,4.080,0.947
139.267,B,223.000,4.070,0.908
139.286,B,216.920,4.070,0.883
139.305,B,226.520,4.080,0.924
139.326,B,229.520,4.090,0.939
139.345,B,240.720,4.090,0.985
139.366,B,232.600,4.080,0.949
139.384,B,229.000,4.070,0.932
139.405,B,228.120,4.080,0.931
139.424,B,223.720,4.080,0.913
139.444,B,229.600,4.080,0.937
139.464,B,222.920,4.080,0.910
139.484,B,227.400,4.080,0.928
139.503,B,222.720,4.070,0.906
139.522,B,226.200,4.080,0.923
139.543,B,234.400,4.060,0.952
139.562,B,231.600,4.070,0.943
139.583,B,228.800,4.070,0.931
139.601,B,221.120,4.080,0.902
139.620,B,224.000,4.080,0.914
139.641,B,227.800,4.080,0.929
139.660,B,229.200,4.080,0.935
139.681,B,223.400,4.080,0.911
139.700,B,222.400,4.080,0.907
139.719,B,227.720,4.080,0.929
139.739,B,223.400,4.080,0.911
139.759,B,239.520,4.080,0.977
139.779,B,227.200,4.080,0.927
139.798,B,222.800,4.080,0.909
139.817,B,218.000,4.070,0.887
139.838,B,224.800,4.080,0.917
139.857,B,230.520,4.080,0.941
139.877,B,222.920,4.080,0.910
139.896,B,227.400,4.080,0.928
139.915,B,222.920,4.080,0.910
139.936,B,223.520,4.080,0.912
139.955,B,229.920,4.080,0.938
139.976,B,222.800,4.080,0.909
139.994,B,223.000,4.080,0.910
140.015,B,226.000,4.070,0.920
140.034,B,222.000,4.070,0.904
140.055,B,322.520,4.070,1.313
140.074,B,240.720,4.060,0.977
140.095,B,242.520,4.080,0.989
140.113,B,244.000,4.090,0.998
140.132,B,247.000,4.090,1.010
140.153,B,229.600,4.080,0.937
140.172,B,234.200,4.080,0.956
140.193,B,227.320,4.080,0.927
140.211,B,224.520,4.080,0.916
140.231,B,224.720,4.080,0.917
140.251,B,228.920,4.080,0.934
140.271,B,248.600,4.080,1.014
140.291,B,224.320,4.080,0.915
140.310,B,225.320,4.070,0.917
140.329,B,241.320,4.080,0.985
140.349,B,230.120,4.080,0.939
140.369,B,237.720,4.070,0.968
140.389,B,226.320,4.080,0.923
140.410,B,224.720,4.080,0.917
140.427,B,228.600,4.080,0.933
140.448,B,224.520,4.080,0.916
140.467,B,224.400,4.080,0.916
140.488,B,224.320,4.080,0.915
140.506,B,224.720,4.080,0.917
140.527,B,224.120,4.080,0.914
140.546,B,234.120,4.080,0.955
140.566,B,218.800,4.070,0.891
140.586,B,239.200,4.080,0.976
140.606,B,229.320,4.080,0.936
140.625,B,225.920,4.080,0.922
140.644,B,224.600,4.080,0.916
140.665,B,229.200,4.080,0.935
140.684,B,234.320,4.080,0.956
140.705,B,224.520,4.080,0.916
140.723,B,224.920,4.080,0.918
140.743,B,228.800,4.080,0.934
140.763,B,224.920,4.080,0.918
140.784,B,236.200,4.080,0.964
140.803,B,224.600,4.080,0.916
140.821,B,224.920,4.080,0.918
140.841,B,224.120,4.070,0.912
140.861,B,227.800,4.090,0.932
140.882,B,225.120,4.090,0.921
140.901,B,223.720,4.080,0.913
140.920,B,223.400,4.080,0.911
140.939,B,225.400,4.080,0.920
140.960,B,224.920,4.080,0.918
140.980,B,229.200,4.080,0.935
141.000,B,231.520,4.080,0.945
141.018,B,229.200,4.080,0.935
141.038,B,224.800,4.080,0.917
141.058,B,224.720,4.080,0.917
141.078,B,224.600,4.080,0.916
141.098,B,236.120,4.080,0.963
141.116,B,221.320,4.070,0.901
141.137,B,228.400,4.080,0.932
141.156,B,224.320,4.080,0.915
141.177,B,226.200,4.080,0.923
141.196,B,232.400,4.080,0.948
141.217,B,224.320,4.080,0.915
141.235,B,226.120,4.080,0.923
141.255,B,224.320,4.080,0.915
141.275,B,229.400,4.080,0.936
